"city_state,credit_tier,avg_income,credit_tier_encoded"
"Hope_AR,Poor,37500.0,0"
"Horseshoe Bend_AR,Good,46080.0,2"
"Hot Springs_AR,Poor,47760.0,0"
"Hot Springs Village_AR,Exceptional,75370.0,4"
"Hoxie_AR,Poor,35268.0,0"
"Huntsville_AR,Very Good,57813.0,3"
"Jacksonville_AR,Poor,49666.0,0"
"Johnson_AR,Fair,95844.0,1"
"Jonesboro_AR,Fair,55424.0,1"
"Judsonia_AR,Poor,43279.0,0"
"Kensett_AR,Poor,31207.0,0"
"Lake City_AR,Poor,60273.0,0"
"Lake Hamilton_AR,Exceptional,73696.0,4"
"Lake Village_AR,Poor,41434.0,0"
"Lamar_AR,Very Good,50568.0,3"
"Landmark_AR,Very Good,53788.0,3"
"Lavaca_AR,Exceptional,80924.0,4"
"Leachville_AR,Very Good,51406.0,3"
"Lepanto_AR,Fair,44271.0,1"
"Lincoln_AR,Very Good,68333.0,3"
"Little Flock_AR,Exceptional,60878.0,4"
"Little Rock_AR,Good,63003.0,2"
"Lonoke_AR,Poor,47524.0,0"
"Lowell_AR,Exceptional,95527.0,4"
"McCrory_AR,Poor,43516.0,0"
"McGehee_AR,Poor,36875.0,0"
"Magnolia_AR,Poor,56127.0,0"
"Malvern_AR,Poor,46250.0,0"
"Manila_AR,Poor,55792.0,0"
"Marianna_AR,Poor,20138.0,0"
"Marion_AR,Very Good,78330.0,3"
"Marked Tree_AR,Fair,45656.0,1"
"Marshall_AR,Good,28021.0,2"
"Maumelle_AR,Exceptional,103333.0,4"
"Mayflower_AR,Fair,75682.0,1"
"Melbourne_AR,Fair,39469.0,1"
"Mena_AR,Exceptional,47428.0,4"
"Monette_AR,Fair,54167.0,1"
"Monticello_AR,Fair,27238.0,1"
"Morrilton_AR,Fair,47572.0,1"
"Mountain Home_AR,Very Good,41274.0,3"
"Mountain View_AR,Very Good,29172.0,3"
"Mulberry_AR,Good,50428.0,2"
"Murfreesboro_AR,Poor,53264.0,0"
"Nashville_AR,Poor,41142.0,0"
"Newport_AR,Poor,34764.0,0"
"North Crossett_AR,Poor,32917.0,0"
"North Little Rock_AR,Fair,52707.0,1"
"Osceola_AR,Poor,46202.0,0"
"Ozark_AR,Poor,47686.0,0"
"Paragould_AR,Fair,56980.0,1"
"Paris_AR,Fair,51416.0,1"
"Pea Ridge_AR,Exceptional,95521.0,4"
"Piggott_AR,Very Good,44468.0,3"
"Pine Bluff_AR,Poor,42718.0,0"
"Piney_AR,Very Good,50901.0,3"
"Pocahontas_AR,Poor,44216.0,0"
"Pottsville_AR,Very Good,68558.0,3"
"Prairie Creek_AR,Exceptional,93391.0,4"
"Prairie Grove_AR,Exceptional,70701.0,4"
"Prescott_AR,Poor,48307.0,0"
"Rector_AR,Good,47760.0,2"
"Redfield_AR,Very Good,71696.0,3"
"Rockwell_AR,Exceptional,63500.0,4"
"Rogers_AR,Very Good,86728.0,3"
"Russellville_AR,Poor,50877.0,0"
"Salem_AR,Fair,40833.0,1"
"Salem_AR,Fair,73750.0,1"
"Salem_AR,Exceptional,40833.0,4"
"Salem_AR,Exceptional,73750.0,4"
"Searcy_AR,Fair,52170.0,1"
"Shannon Hills_AR,Poor,71318.0,0"
"Sheridan_AR,Fair,62453.0,1"
"Sherwood_AR,Exceptional,81328.0,4"
"Siloam Springs_AR,Very Good,72065.0,3"
"Smackover_AR,Poor,55995.0,0"
"Southside_AR,Good,65655.0,2"
"Springdale_AR,Good,69787.0,2"
"Stamps_AR,Poor,37297.0,0"
"Star City_AR,Poor,51051.0,0"
"Stuttgart_AR,Very Good,49399.0,3"
"Texarkana_AR,Poor,45835.0,0"
"Tontitown_AR,Exceptional,85603.0,4"
"Trumann_AR,Fair,38881.0,1"
"Tuckerman_AR,Fair,45484.0,1"
"Van Buren_AR,Fair,61149.0,1"
"Vilonia_AR,Good,81815.0,2"
"Waldron_AR,Poor,33839.0,0"
"Walnut Ridge_AR,Poor,45027.0,0"
"Ward_AR,Exceptional,72734.0,4"
"Warren_AR,Poor,36788.0,0"
"West Fork_AR,Very Good,77566.0,3"
"West Memphis_AR,Poor,42674.0,0"
"White Hall_AR,Exceptional,78092.0,4"
"Wrightsville_AR,Poor,45417.0,0"
"Wynne_AR,Good,43250.0,2"
"Acton_CA,Exceptional,113000.0,4"
"Adelanto_CA,Fair,68685.0,1"
"Agoura Hills_CA,Exceptional,171302.0,4"
"Agua Dulce_CA,Exceptional,146107.0,4"
"Ahwahnee_CA,Exceptional,77391.0,4"
"Alameda_CA,Exceptional,137697.0,4"
"Alamo_CA,Exceptional,250001.0,4"
"Albany_CA,Exceptional,144107.0,4"
"Alhambra_CA,Exceptional,88024.0,4"
"Aliso Viejo_CA,Exceptional,142439.0,4"
"Allendale_CA,Exceptional,107679.0,4"
"Alondra Park_CA,Exceptional,87169.0,4"
"Alpine_CA,Exceptional,108660.0,4"
"Altadena_CA,Exceptional,128720.0,4"
"Alta Sierra_CA,Exceptional,105603.0,4"
"Alturas_CA,Good,59896.0,2"
"Alum Rock_CA,Good,126705.0,2"
"Amador Pines_CA,Good,83958.0,2"
"American Canyon_CA,Exceptional,121700.0,4"
"Amesti_CA,Very Good,108833.0,3"
"Anaheim_CA,Very Good,95227.0,3"
"Anderson_CA,Very Good,47375.0,3"
"Angels_CA,Exceptional,62188.0,4"
"Angwin_CA,Fair,117500.0,1"
"Antelope_CA,Exceptional,99067.0,4"
"Antioch_CA,Very Good,97465.0,3"
"Anza_CA,Fair,83558.0,1"
"Apple Valley_CA,Exceptional,69882.0,4"
"Aptos_CA,Exceptional,134048.0,4"
"Aptos Hills-Larkin Valley_CA,Very Good,158788.0,3"
"Arbuckle_CA,Fair,86942.0,1"
"Arcadia_CA,Exceptional,113516.0,4"
"Arcata_CA,Fair,46713.0,1"
"Arden-Arcade_CA,Good,77321.0,2"
"Armona_CA,Exceptional,64276.0,4"
"Arnold_CA,Exceptional,92467.0,4"
"Aromas_CA,Exceptional,148438.0,4"
"Arroyo Grande_CA,Exceptional,102553.0,4"
"Artesia_CA,Exceptional,101004.0,4"
"Arvin_CA,Fair,49183.0,1"
"Ashland_CA,Fair,81702.0,1"
"Atascadero_CA,Exceptional,91429.0,4"
"Atherton_CA,Exceptional,250001.0,4"
"Atwater_CA,Good,64472.0,2"
"Auberry_CA,Exceptional,78512.0,4"
"Auburn_CA,Exceptional,82674.0,4"
"Auburn Lake Trails_CA,Exceptional,134007.0,4"
"August_CA,Fair,53173.0,1"
"Avalon_CA,Fair,105139.0,1"
"Avenal_CA,Poor,54741.0,0"
"Avila Beach_CA,Very Good,218259.0,3"
"Avocado Heights_CA,Exceptional,92155.0,4"
"Azusa_CA,Good,90721.0,2"
"Bakersfield_CA,Very Good,80540.0,3"
"Bakersfield Country Club_CA,Exceptional,102266.0,4"
"Baldwin Park_CA,Good,80663.0,2"
"Banning_CA,Exceptional,61764.0,4"
"Barstow_CA,Poor,53380.0,0"
"Bay Point_CA,Fair,82565.0,1"
"Bayview_CA,Good,162537.0,2"
"Bayview_CA,Good,48406.0,2"
"Bayview_CA,Good,162537.0,2"
"Bayview_CA,Good,48406.0,2"
"Baywood Park_CA,Exceptional,217206.0,4"
"Bear Valley Springs_CA,Exceptional,120481.0,4"
"Beaumont_CA,Exceptional,107118.0,4"
"Bell_CA,Fair,61020.0,1"
"Bella Vista_CA,Good,90566.0,2"
"Bell Canyon_CA,Exceptional,250001.0,4"
"Bellflower_CA,Good,78722.0,2"
"Bell Gardens_CA,Fair,62298.0,1"
"Belmont_CA,Exceptional,205297.0,4"
"Belvedere_CA,Exceptional,250001.0,4"
"Benicia_CA,Exceptional,121204.0,4"
"Ben Lomond_CA,Exceptional,130041.0,4"
"Benton Park_CA,Fair,49717.0,1"
"Berkeley_CA,Fair,108092.0,1"
"Bermuda Dunes_CA,Good,90818.0,2"
"Berry Creek_CA,Poor,45673.0,0"
"Bertsch-Oceanview_CA,Exceptional,73173.0,4"
"Bethel Island_CA,Exceptional,74972.0,4"
"Beverly Hills_CA,Exceptional,132977.0,4"
"Big Bear City_CA,Fair,71511.0,1"
"Big Bear Lake_CA,Exceptional,76250.0,4"
"Biggs_CA,Poor,84914.0,0"
"Big Pine_CA,Exceptional,67583.0,4"
"Biola_CA,Poor,43185.0,0"
"Bishop_CA,Fair,83686.0,1"
"Blackhawk_CA,Exceptional,245208.0,4"
"Black Point-Green Point_CA,Exceptional,168438.0,4"
"Bloomington_CA,Very Good,81640.0,3"
"Blythe_CA,Fair,56625.0,1"
"Bodfish_CA,Poor,39863.0,0"
"Bolinas_CA,Very Good,100625.0,3"
"Bonadelle Ranchos_CA,Exceptional,132723.0,4"
"Bonita_CA,Exceptional,118674.0,4"
"Bonny Doon_CA,Poor,144813.0,0"
"Bonsall_CA,Exceptional,113537.0,4"
"Boron_CA,Poor,53170.0,0"
"Boronda_CA,Exceptional,63125.0,4"
"Borrego Springs_CA,Fair,86078.0,1"
"Bostonia_CA,Good,78878.0,2"
"Boulder Creek_CA,Fair,84156.0,1"
"Boyes Hot Springs_CA,Very Good,101288.0,3"
"Brawley_CA,Good,59311.0,2"
"Brea_CA,Exceptional,131129.0,4"
"Brentwood_CA,Exceptional,142494.0,4"
"Bret Harte_CA,Good,52500.0,2"
"Brisbane_CA,Exceptional,156169.0,4"
"Broadmoor_CA,Exceptional,167396.0,4"
"Brookdale_CA,Good,87358.0,2"
"Brooktrails_CA,Poor,116056.0,0"
"Buckhorn_CA,Fair,90045.0,1"
"Buellton_CA,Exceptional,99936.0,4"
"Buena Park_CA,Exceptional,110550.0,4"
"Burbank_CA,Exceptional,97082.0,4"
"Burbank_CA,Exceptional,134518.0,4"
"Burbank_CA,Exceptional,97082.0,4"
"Burbank_CA,Exceptional,134518.0,4"
"Burlingame_CA,Exceptional,174000.0,4"
"Burney_CA,Very Good,65969.0,3"
"Byron_CA,Poor,76424.0,0"
"Bystrom_CA,Fair,49094.0,1"
"Cabazon_CA,Fair,48704.0,1"
"Calabasas_CA,Exceptional,165288.0,4"
"Calexico_CA,Very Good,49783.0,3"
"California City_CA,Poor,60113.0,0"
"Calimesa_CA,Exceptional,87181.0,4"
"Calipatria_CA,Poor,53299.0,0"
"Calistoga_CA,Very Good,85446.0,3"
"Callender_CA,Good,136346.0,2"
"Calwa_CA,Poor,65247.0,0"
"Camanche North Shore_CA,Poor,78333.0,0"
"Camarillo_CA,Exceptional,113428.0,4"
"Cambria_CA,Exceptional,99147.0,4"
"Cambrian Park_CA,Exceptional,192731.0,4"
"Cameron Park_CA,Exceptional,102289.0,4"
"Camino_CA,Exceptional,85341.0,4"
"Camino Tassajara_CA,Exceptional,250001.0,4"
"Campbell_CA,Exceptional,145268.0,4"
"Campo_CA,Exceptional,79327.0,4"
"Camp Pendleton Mainside_CA,Poor,61575.0,0"
"Camp Pendleton South_CA,Poor,69853.0,0"
"Canyon Lake_CA,Exceptional,126926.0,4"
"Capitola_CA,Exceptional,102976.0,4"
"Carlsbad_CA,Exceptional,142748.0,4"
"Carmel-by-the-Sea_CA,Exceptional,129250.0,4"
"Carmel Valley Village_CA,Exceptional,156161.0,4"
"Carmichael_CA,Very Good,85914.0,3"
"Carpinteria_CA,Exceptional,100658.0,4"
"Carson_CA,Very Good,108703.0,3"
"Caruthers_CA,Good,88021.0,2"
"Casa Conejo_CA,Exceptional,147616.0,4"
"Casa de Oro-Mount Helix_CA,Exceptional,125107.0,4"
"Casa Loma_CA,Poor,43403.0,0"
"Castaic_CA,Exceptional,129863.0,4"
"Castle Hill_CA,Exceptional,250001.0,4"
"Castro Valley_CA,Exceptional,142779.0,4"
"Castroville_CA,Exceptional,89354.0,4"
"Cathedral City_CA,Very Good,73572.0,3"
"Cayucos_CA,Good,87235.0,2"
"Cedar Ridge_CA,Exceptional,82308.0,4"
"Centerville_CA,Very Good,167750.0,3"
"Centerville_CA,Very Good,122500.0,3"
"Ceres_CA,Good,79025.0,2"
"Cerritos_CA,Exceptional,135439.0,4"
"Channel Islands Beach_CA,Exceptional,107380.0,4"
"Charter Oak_CA,Fair,88393.0,1"
"Cherryland_CA,Poor,86418.0,0"
"Cherry Valley_CA,Exceptional,76895.0,4"
"Chester_CA,Poor,47129.0,0"
"Chico_CA,Fair,66977.0,1"
"China Lake Acres_CA,Exceptional,68594.0,4"
"Chino_CA,Exceptional,104682.0,4"
"Chino Hills_CA,Exceptional,126334.0,4"
"Chowchilla_CA,Poor,66514.0,0"
"Chula Vista_CA,Exceptional,108032.0,4"
"Citrus_CA,Fair,103465.0,1"
"Citrus Heights_CA,Very Good,82314.0,3"
"Claremont_CA,Good,125647.0,2"
"Clay_CA,Good,102847.0,2"
"Clayton_CA,Exceptional,175707.0,4"
"Clearlake_CA,Poor,41867.0,0"
"Clearlake Oaks_CA,Poor,35938.0,0"
"Clearlake Riviera_CA,Poor,89395.0,0"
"Cloverdale_CA,Exceptional,117177.0,4"
"Clovis_CA,Exceptional,99241.0,4"
"Coachella_CA,Fair,68596.0,1"
"Coalinga_CA,Poor,75451.0,0"
"Coarsegold_CA,Good,80861.0,2"
"Colfax_CA,Exceptional,72788.0,4"
"Collierville_CA,Exceptional,115704.0,4"
"Colma_CA,Exceptional,148295.0,4"
"Colton_CA,Good,71208.0,2"
"Columbia_CA,Exceptional,58520.0,4"
"Colusa_CA,Very Good,71250.0,3"
"Commerce_CA,Fair,77064.0,1"
"Compton_CA,Good,78465.0,2"
"Concord_CA,Very Good,108709.0,3"
"Contra Costa Centre_CA,Exceptional,121313.0,4"
"Copperopolis_CA,Very Good,108457.0,3"
"Corcoran_CA,Poor,59905.0,0"
"Corning_CA,Very Good,56627.0,3"
"Corona_CA,Exceptional,109242.0,4"
"Coronado_CA,Exceptional,134534.0,4"
"Coronita_CA,Exceptional,111932.0,4"
"Corralitos_CA,Exceptional,171113.0,4"
"Corte Madera_CA,Exceptional,232763.0,4"
"Costa Mesa_CA,Exceptional,111505.0,4"
"Cotati_CA,Exceptional,110750.0,4"
"Coto de Caza_CA,Exceptional,243816.0,4"
"Cottonwood_CA,Poor,44247.0,0"
"Cottonwood_CA,Poor,95577.0,0"
"Cottonwood_CA,Good,44247.0,2"
"Cottonwood_CA,Good,95577.0,2"
"Country Club_CA,Good,81464.0,2"
"Covina_CA,Exceptional,98671.0,4"
"Crescent City_CA,Poor,35540.0,0"
"Crest_CA,Very Good,110000.0,3"
"Crestline_CA,Exceptional,77786.0,4"
"Crockett_CA,Poor,110899.0,0"
"Cudahy_CA,Fair,56615.0,1"
"Culver City_CA,Exceptional,117389.0,4"
"Cupertino_CA,Exceptional,234707.0,4"
"Cutler_CA,Poor,59231.0,0"
"Cutten_CA,Fair,97225.0,1"
"Cypress_CA,Exceptional,130215.0,4"
"Daly City_CA,Very Good,123547.0,3"
"Dana Point_CA,Exceptional,141520.0,4"
"Danville_CA,Exceptional,232216.0,4"
"Davis_CA,Fair,90045.0,1"
"Day Valley_CA,Exceptional,155000.0,4"
"Deer Park_CA,Fair,136615.0,1"
"Del Aire_CA,Exceptional,141533.0,4"
"Delano_CA,Fair,67010.0,1"
"Delhi_CA,Good,67500.0,2"
"Del Mar_CA,Exceptional,199152.0,4"
"Del Monte Forest_CA,Exceptional,142763.0,4"
"Del Rey_CA,Poor,56544.0,0"
"Del Rey Oaks_CA,Good,134500.0,2"
"Del Rio_CA,Exceptional,250001.0,4"
"Denair_CA,Exceptional,98750.0,4"
"Descanso_CA,Exceptional,110132.0,4"
"Desert Edge_CA,Poor,37429.0,0"
"Desert Hot Springs_CA,Fair,52761.0,1"
"Desert Palms_CA,Exceptional,79792.0,4"
"Desert View Highlands_CA,Exceptional,76094.0,4"
"Diablo Grande_CA,Poor,128889.0,0"
"Diamond Bar_CA,Exceptional,108281.0,4"
"Diamond Springs_CA,Exceptional,77219.0,4"
"Dinuba_CA,Very Good,59484.0,3"
"Discovery Bay_CA,Exceptional,147117.0,4"
"Dixon_CA,Exceptional,102878.0,4"
"Dixon Lane-MeadowCreek_CA,Exceptional,75745.0,4"
"Dogtown_CA,Very Good,127750.0,3"
"Dollar Point_CA,Poor,76774.0,0"
"Dos Palos_CA,Poor,42367.0,0"
"Downey_CA,Very Good,90699.0,3"
"Duarte_CA,Very Good,105483.0,3"
"Dublin_CA,Exceptional,214385.0,4"
"Dunnigan_CA,Poor,29193.0,0"
"Dunsmuir_CA,Fair,58281.0,1"
"Durham_CA,Very Good,95417.0,3"
"Earlimart_CA,Poor,52881.0,0"
"East Bakersfield_CA,Poor,38644.0,0"
"Eastern Goleta Valley_CA,Exceptional,146284.0,4"
"East Foothills_CA,Very Good,199375.0,3"
"East Hemet_CA,Very Good,82096.0,3"
"East Los Angeles_CA,Fair,68741.0,1"
"East Niles_CA,Fair,55124.0,1"
"East Oakdale_CA,Exceptional,119844.0,4"
"Easton_CA,Fair,91042.0,1"
"East Palo Alto_CA,Fair,113493.0,1"
"East Pasadena_CA,Exceptional,109136.0,4"
"East Porterville_CA,Fair,41061.0,1"
"East Quincy_CA,Fair,70213.0,1"
"East Rancho Dominguez_CA,Fair,72895.0,1"
"East Richmond Heights_CA,Exceptional,134632.0,4"
"East San Gabriel_CA,Very Good,108677.0,3"
"East Sonora_CA,Poor,77574.0,0"
"Eastvale_CA,Exceptional,160069.0,4"
"East Whittier_CA,Exceptional,113750.0,4"
"Edwards AFB_CA,Poor,91250.0,0"
"El Cajon_CA,Good,67511.0,2"
"El Centro_CA,Very Good,53082.0,3"
"El Cerrito_CA,Exceptional,127876.0,4"
"El Cerrito_CA,Exceptional,108882.0,4"
"El Cerrito_CA,Very Good,127876.0,3"
"El Cerrito_CA,Very Good,108882.0,3"
"El Dorado Hills_CA,Exceptional,165349.0,4"
"El Granada_CA,Very Good,213347.0,3"
"Elizabeth Lake_CA,Poor,120078.0,0"
"Elk Grove_CA,Exceptional,125924.0,4"
"Elkhorn_CA,Exceptional,126964.0,4"
"El Monte_CA,Fair,68030.0,1"
"El Paso de Robles (Paso Robles)_CA,Exceptional,92228.0,4"
"El Rio_CA,Very Good,72598.0,3"
"El Segundo_CA,Exceptional,150737.0,4"
"El Sobrante_CA,Very Good,114853.0,3"
"El Sobrante_CA,Very Good,165682.0,3"
"El Sobrante_CA,Exceptional,114853.0,4"
"El Sobrante_CA,Exceptional,165682.0,4"
"El Verano_CA,Good,123738.0,2"
"Elverta_CA,Exceptional,91168.0,4"
"Emerald Lake Hills_CA,Exceptional,250001.0,4"
"Emeryville_CA,Good,117092.0,2"
"Empire_CA,Poor,52563.0,0"
"Encinitas_CA,Exceptional,162229.0,4"
"Escalon_CA,Good,81467.0,2"
"Escondido_CA,Very Good,91967.0,3"
"Esparto_CA,Exceptional,102986.0,4"
"Eucalyptus Hills_CA,Good,144140.0,2"
"Eureka_CA,Fair,57662.0,1"
"Exeter_CA,Exceptional,75769.0,4"
"Fairbanks Ranch_CA,Fair,250001.0,1"
"Fairfax_CA,Very Good,30417.0,3"
"Fairfax_CA,Very Good,141653.0,3"
"Fairfax_CA,Exceptional,30417.0,4"
"Fairfax_CA,Exceptional,141653.0,4"
"Fairfield_CA,Exceptional,101895.0,4"
"Fairmead_CA,Poor,46680.0,0"
"Fair Oaks_CA,Exceptional,116975.0,4"
"Fairview_CA,Exceptional,148667.0,4"
"Fallbrook_CA,Exceptional,96394.0,4"
"Farmersville_CA,Poor,60804.0,0"
"Felton_CA,Exceptional,123056.0,4"
"Ferndale_CA,Poor,63142.0,0"
"Fetters Hot Springs-Agua Caliente_CA,Very Good,85694.0,3"
"Fillmore_CA,Very Good,92931.0,3"
"Firebaugh_CA,Very Good,47734.0,3"
"Florence-Graham_CA,Poor,65132.0,0"
"Florin_CA,Very Good,71111.0,3"
"Folsom_CA,Exceptional,139804.0,4"
"Fontana_CA,Exceptional,102821.0,4"
"Foothill Farms_CA,Very Good,68260.0,3"
"Ford City_CA,Poor,47214.0,0"
"Foresthill_CA,Exceptional,81111.0,4"
"Forest Ranch_CA,Fair,131650.0,1"
"Forestville_CA,Exceptional,115962.0,4"
"Fort Bragg_CA,Exceptional,56481.0,4"
"Fort Irwin_CA,Poor,76107.0,0"
"Fortuna_CA,Fair,62289.0,1"
"Foster City_CA,Exceptional,199143.0,4"
"Fountain Valley_CA,Exceptional,115237.0,4"
"Fowler_CA,Exceptional,66983.0,4"
"Franklin_CA,Poor,58295.0,0"
"Franklin_CA,Poor,155691.0,0"
"Frazier Park_CA,Fair,47930.0,1"
"Freedom_CA,Exceptional,93750.0,4"
"Fremont_CA,Exceptional,181506.0,4"
"French Camp_CA,Poor,90893.0,0"
"French Valley_CA,Exceptional,148520.0,4"
"Fresno_CA,Fair,70991.0,1"
"Fruitridge Pocket_CA,Poor,62528.0,0"
"Fullerton_CA,Exceptional,104286.0,4"
"Galt_CA,Very Good,94393.0,3"
"Gardena_CA,Very Good,84803.0,3"
"Garden Acres_CA,Fair,66474.0,1"
"Garden Grove_CA,Very Good,92174.0,3"
"Garnet_CA,Good,72694.0,2"
"Georgetown_CA,Fair,91765.0,1"
"Gilroy_CA,Exceptional,133107.0,4"
"Glendale_CA,Exceptional,88393.0,4"
"Glendora_CA,Exceptional,113569.0,4"
"Golden Hills_CA,Very Good,95669.0,3"
"Gold River_CA,Exceptional,175120.0,4"
"Goleta_CA,Exceptional,122370.0,4"
"Gonzales_CA,Fair,77672.0,1"
"Good Hope_CA,Fair,56981.0,1"
"Goshen_CA,Poor,73125.0,0"
"Grand Terrace_CA,Exceptional,83628.0,4"
"Granite Bay_CA,Exceptional,184606.0,4"
"Granite Hills_CA,Good,155820.0,2"
"Grass Valley_CA,Good,51764.0,2"
"Graton_CA,Exceptional,91429.0,4"
"Greenacres_CA,Exceptional,91528.0,4"
"Green Acres_CA,Good,79855.0,2"
"Greenfield_CA,Very Good,74185.0,3"
"Greenfield_CA,Very Good,84740.0,3"
"Greenfield_CA,Fair,74185.0,1"
"Greenfield_CA,Fair,84740.0,1"
"Green Valley_CA,Exceptional,87857.0,4"
"Green Valley_CA,Exceptional,142000.0,4"
"Gridley_CA,Very Good,57974.0,3"
"Grover Beach_CA,Very Good,86458.0,3"
"Guadalupe_CA,Very Good,66930.0,3"
"Guerneville_CA,Fair,81281.0,1"
"Gustine_CA,Poor,59532.0,0"
"Hacienda Heights_CA,Exceptional,109193.0,4"
"Half Moon Bay_CA,Exceptional,157884.0,4"
"Hamilton City_CA,Poor,65833.0,0"
"Hanford_CA,Very Good,76461.0,3"
"Happy Valley_CA,Fair,92222.0,1"
"Harbison Canyon_CA,Exceptional,130302.0,4"
"Harmony Grove_CA,Exceptional,227140.0,4"
"Hartley_CA,Very Good,124254.0,3"
"Hawaiian Gardens_CA,Fair,76341.0,1"
"Hawthorne_CA,Good,75848.0,2"
"Hayfork_CA,Poor,44434.0,0"
"Hayward_CA,Very Good,113318.0,3"
"Healdsburg_CA,Exceptional,103554.0,4"
"Heber_CA,Fair,72028.0,1"
"Hemet_CA,Good,57719.0,2"
"Hercules_CA,Exceptional,129397.0,4"
"Hermosa Beach_CA,Exceptional,166442.0,4"
"Hesperia_CA,Very Good,72160.0,3"
"Hidden Hills_CA,Good,250001.0,2"
"Hidden Meadows_CA,Exceptional,123125.0,4"
"Hidden Valley Lake_CA,Good,84152.0,2"
"Highgrove_CA,Exceptional,114125.0,4"
"Highland_CA,Good,77120.0,2"
"Highlands_CA,Exceptional,250001.0,4"
"Hillcrest_CA,Good,46285.0,2"
"Hillsborough_CA,Exceptional,250001.0,4"
"Hilmar-Irwin_CA,Good,79948.0,2"
"Hollister_CA,Exceptional,111834.0,4"
"Holtville_CA,Very Good,65039.0,3"
"Home Garden_CA,Good,56384.0,2"
"Home Gardens_CA,Fair,96342.0,1"
"Homeland_CA,Fair,60404.0,1"
"Homestead Valley_CA,Poor,45323.0,0"
"Hoopa_CA,Poor,64643.0,0"
"Hughson_CA,Very Good,91557.0,3"
"Humboldt Hill_CA,Good,71667.0,2"
"Huntington Beach_CA,Exceptional,120919.0,4"
"Huntington Park_CA,Fair,59996.0,1"
"Huron_CA,Poor,52500.0,0"
"Hydesville_CA,Very Good,96827.0,3"
"Idyllwild-Pine Cove_CA,Exceptional,73678.0,4"
"Imperial_CA,Exceptional,90195.0,4"
"Imperial Beach_CA,Very Good,86111.0,3"
"Indian Wells_CA,Very Good,162990.0,3"
"Indio_CA,Good,77167.0,2"
"Inglewood_CA,Fair,72750.0,1"
"Interlaken_CA,Exceptional,109150.0,4"
"Inverness_CA,Exceptional,80176.0,4"
"Ione_CA,Very Good,91495.0,3"
"Irvine_CA,Exceptional,136719.0,4"
"Irwindale_CA,Very Good,114167.0,3"
"Isla Vista_CA,Poor,25972.0,0"
"Ivanhoe_CA,Fair,52179.0,1"
"Jackson_CA,Exceptional,70239.0,4"
"Jamestown_CA,Exceptional,57276.0,4"
"Jamul_CA,Exceptional,152748.0,4"
"Janesville_CA,Fair,78466.0,1"
"Joshua Tree_CA,Fair,66291.0,1"
"Julian_CA,Exceptional,77803.0,4"
"Jurupa Valley_CA,Very Good,97550.0,3"
"Kelly Ridge_CA,Very Good,54631.0,3"
"Kelseyville_CA,Poor,45663.0,0"
"Kennedy_CA,Good,70213.0,2"
"Kensington_CA,Exceptional,237130.0,4"
"Kentfield_CA,Exceptional,249896.0,4"
"Kerman_CA,Exceptional,59799.0,4"
"Kernville_CA,Very Good,49883.0,3"
"Keyes_CA,Very Good,64524.0,3"
"King City_CA,Fair,66761.0,1"
"Kings Beach_CA,Exceptional,68153.0,4"
"Kingsburg_CA,Exceptional,76913.0,4"
"Knightsen_CA,Exceptional,177232.0,4"
"La Ca̱ada Flintridge_CA,Exceptional,241875.0,4"
"La Crescenta-Montrose_CA,Exceptional,130000.0,4"
"La Cresta_CA,Poor,49605.0,0"
"Ladera_CA,Exceptional,235750.0,4"
"Ladera Heights_CA,Exceptional,167065.0,4"
"Ladera Ranch_CA,Exceptional,184458.0,4"
"Lafayette_CA,Exceptional,228250.0,4"
"Laguna Beach_CA,Exceptional,143843.0,4"
"Laguna Hills_CA,Exceptional,128851.0,4"
"Laguna Niguel_CA,Exceptional,140452.0,4"
"Laguna Woods_CA,Exceptional,59269.0,4"
"Lagunitas-Forest Knolls_CA,Good,130682.0,2"
"La Habra_CA,Exceptional,100106.0,4"
"La Habra Heights_CA,Exceptional,179583.0,4"
"Lake Arrowhead_CA,Exceptional,95236.0,4"
"Lake California_CA,Poor,92051.0,0"
"Lake Don Pedro_CA,Exceptional,85104.0,4"
"Lake Elsinore_CA,Exceptional,101888.0,4"
"Lake Forest_CA,Exceptional,135175.0,4"
"Lake Isabella_CA,Poor,26661.0,0"
"Lakeland Village_CA,Very Good,85748.0,3"
"Lake Los Angeles_CA,Good,61467.0,2"
"Lake Mathews_CA,Exceptional,94444.0,4"
"Lake Nacimiento_CA,Fair,91615.0,1"
"Lake of the Pines_CA,Exceptional,121682.0,4"
"Lakeport_CA,Fair,68518.0,1"
"Lake San Marcos_CA,Exceptional,89851.0,4"
"Lake Shastina_CA,Fair,80542.0,1"
"Lake Sherwood_CA,Very Good,234020.0,3"
"Lakeside_CA,Exceptional,55759.0,4"
"Lakeside_CA,Exceptional,96447.0,4"
"Lakeview_CA,Good,59375.0,2"
"Lake Wildwood_CA,Exceptional,85771.0,4"
"Lakewood_CA,Exceptional,119177.0,4"
"La Mesa_CA,Exceptional,95028.0,4"
"La Mirada_CA,Exceptional,109288.0,4"
"Lamont_CA,Poor,37217.0,0"
"Lancaster_CA,Good,81511.0,2"
"La Palma_CA,Exceptional,117989.0,4"
"La Presa_CA,Good,93479.0,2"
"La Puente_CA,Exceptional,86602.0,4"
"La Quinta_CA,Exceptional,99250.0,4"
"La Riviera_CA,Fair,97975.0,1"
"Larkfield-Wikiup_CA,Exceptional,97071.0,4"
